序号,名称,挂牌时间,小区,区县,街区,街道,环路,总价,单价,面积,年代,户型,楼型,朝向,装修,URL
1589,户型大气超大阳台美丽景观双地铁口天然氧吧,2016-12-19,枫丹白鹭,江岸,解放公园,, 一至二环,598,19868,301,2004年建/塔楼,5室2厅,中楼层/共23层,南,其他,http://wh.lianjia.com/ershoufang/104100275143.html
1590,阔气客厅户型方正明厨明卫三面采光赠送100平露台,2016-12-19,枫丹白鹭,江岸,解放公园,, 一至二环,598,23138,258.46,2004年建/塔楼,4室2厅,高楼层/共23层,南,其他,http://wh.lianjia.com/ershoufang/104100275136.html
1591,四面朝向送40平露台送屋顶300平大平台风景宜人,2016-12-19,枫丹白鹭,江岸,解放公园,, 一至二环,870,23192,375.14,2004年建/塔楼,4室2厅,高楼层/共23层,南,其他,http://wh.lianjia.com/ershoufang/104100275130.html
1592,国信新城三期4室2厅170万,2016-12-19,国信新城三期,汉阳,王家湾,, 一至二环,170,12244,138.85,2000年建/板塔结合,4室2厅,中楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100275127.html
1593,精致两房正南朝向赠送12平美丽风景双地铁口,2016-12-19,枫丹白鹭,江岸,解放公园,, 一至二环,238,27012,88.11,2004年建/塔楼,2室2厅,高楼层/共23层,南,其他,http://wh.lianjia.com/ershoufang/104100275123.html
1594,南益巴黎豪庭4室2厅368万,2016-12-19,南益巴黎豪庭,洪山,珞喻东,, 二至三环,368,23897,154,2006年建/板楼,4室2厅,低楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100275100.html
1595,郎诗里程三期，中间楼层南北通透小三房，看房方便！,2016-12-19,朗诗里程,洪山,洪山其它,, 三至四环,115,13090,87.86,2015年建/板楼,3室2厅,高楼层/共34层,南北,毛坯,http://wh.lianjia.com/ershoufang/104100275078.html
1596,汉街壹号公馆，带100万家具家电，带30万车位，诚售,2016-12-19,汉街壹号公馆,洪山,沙湖,, 一至二环,550,31247,176.02,2015年建/板楼,3室2厅,低楼层/共46层,南北,精装,http://wh.lianjia.com/ershoufang/104100275058.html
1597,南北通透两居室客厅出阳台精装修,2016-12-19,水岸星城,洪山,沙湖,, 二至三环,255,26021,98,2010年建/板楼,2室2厅,中楼层/共52层,南北,其他,http://wh.lianjia.com/ershoufang/104100275043.html
1598,澳门银座1室0厅47万,2016-12-19,澳门银座,江岸,台北香港路,, 一至二环,47,19184,24.5,2007年建/塔楼,1室0厅,中楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100274976.html
1599,顶琇晶城精装修自住两房诚心出售！！,2016-12-19,顶琇晶城,江汉,唐家墩,, 二至三环,178,20018,88.92,2009年建/板楼,2室2厅,中楼层/共31层,东西,其他,http://wh.lianjia.com/ershoufang/104100274955.html
1600,武汉国博新城4室2厅287万,2016-12-19,武汉国博新城,汉阳,四新,, 二至三环,287,14948,192,2016年建/塔楼,4室2厅,低楼层/共45层,南北,其他,http://wh.lianjia.com/ershoufang/104100274954.html
1601,此房是业主自住精装修，入住时间短，可拎包入住；,2016-12-19,保利心语七期,洪山,珞狮南路,, 二至三环,113,16630,67.95,2013年建/塔楼,2室2厅,低楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100274933.html
1602,金地西岸故事2室2厅155万,2016-12-19,金地西岸故事,洪山,珞狮南路,, ,155,17227,89.98,2011年建/板塔结合,2室2厅,低楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100274930.html
1603,户型方正交通便利环境优美采光充足,2016-12-19,联投龙湾一期,江夏,江夏其它,, 三至四环,95,11047,86,2015年建/板楼,2室2厅,高楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100274903.html
1604,产证已办南北通透毛坯三房明厨明卫，看房物业有钥匙,2016-12-19,联投龙湾一期,江夏,江夏其它,, 三至四环,122,10384,117.49,2015年建/板楼,3室2厅,低楼层/共33层,南北,毛坯,http://wh.lianjia.com/ershoufang/104100274895.html
1605,此房中高楼层采光好、86+8平户型，居家精装。,2016-12-19,联投龙湾一期,江夏,江夏其它,, 三至四环,110,12791,86,2015年建/板楼,2室2厅,高楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100274888.html
1606,香港映象中装三房户型方正满五税低,2016-12-19,香港映象,硚口,古田,, 二至三环,255,19734,129.22,2006年建/板楼,3室2厅,低楼层/共28层,西南,简装,http://wh.lianjia.com/ershoufang/104100274879.html
1607,武汉积玉桥万达广场二期1室0厅75万,2016-12-19,武汉积玉桥万达广场二期,武昌,积玉桥,, 一环内,75,15958,47,2012年建/塔楼,1室0厅,高楼层/共22层,南,其他,http://wh.lianjia.com/ershoufang/104100274876.html
1608,此房两证五年看房方便业主诚售南北通透采光充足,2016-12-19,南苑村书院,武昌,水果湖,, 一至二环,205,27812,73.71,未知年建/板楼,2室2厅,高楼层/共6层,南北,精装,http://wh.lianjia.com/ershoufang/104100274754.html
1609,越秀星汇云锦越秀星汇云锦越秀星汇云锦,2016-12-19,越秀星汇云锦,硚口,宗关,, 一至二环,215,34678,62,2016年建/板楼,1室1厅,中楼层/共30层,南,平层/其他,http://wh.lianjia.com/ershoufang/104100274701.html
1610,越秀星汇云锦越秀星汇云锦越秀星汇云锦,2016-12-19,越秀星汇云锦,硚口,宗关,, 一至二环,150,31915,47,2016年建/板楼,1室1厅,中楼层/共30层,南,平层/其他,http://wh.lianjia.com/ershoufang/104100274698.html
1611,城开玉桥新都4室2厅300万,2016-12-19,城开玉桥新都,武昌,积玉桥,, 一环内,300,26316,114,2006年建/板楼,4室2厅,低楼层/共11层,西南东北,其他,http://wh.lianjia.com/ershoufang/104100274696.html
1612,精装三房，中间楼层，可提包入住，诚心卖,2016-12-19,保利心语八期,洪山,珞狮南路,, 二至三环,165,17081,96.6,2013年建/板塔结合,3室2厅,高楼层/共32层,南,精装,http://wh.lianjia.com/ershoufang/104100274693.html
1613,佳源花都精装2房拎包入住采光好,2016-12-19,佳源花都二期,江夏,流芳,, ,94,12072,77.87,2010年建/板楼,2室1厅,中楼层/共11层,南,精装,http://wh.lianjia.com/ershoufang/104100274687.html
1614,光谷创业街复式采光充足看房方便,2016-12-19,SBI创业街,洪山,关山大道,, 二至三环,85,10849,78.35,2002年建/塔楼,2室0厅,高楼层/共27层,南北,其他,http://wh.lianjia.com/ershoufang/104100274682.html
1615,拉德芳斯2室1厅130万,2016-12-19,拉德芳斯,洪山,新南湖,, 一至二环,130,16884,77,2014年建/塔楼,2室1厅,高楼层/共17层,南,其他,http://wh.lianjia.com/ershoufang/104100274604.html
1616,常青藤二期精装小户型东南朝向,2016-12-19,常青藤二期,洪山,鲁巷,, 二至三环,95,20295,46.81,2012年建/塔楼,1室1厅,低楼层/共18层,西南,其他,http://wh.lianjia.com/ershoufang/104100274562.html
1617,精装3房出售南北通透采光好交通便利,2016-12-19,香港映象,硚口,古田,, 二至三环,233,18032,129.22,2006年建/板楼,3室2厅,高楼层/共28层,南北,其他,http://wh.lianjia.com/ershoufang/104100274559.html
1618,广电兰亭荣荟3室2厅180万,2016-12-19,广电兰亭荣荟,硚口,古田,, 二至三环,180,16667,108,2016年建/板楼,3室2厅,高楼层/共33层,南北,其他,http://wh.lianjia.com/ershoufang/104100274553.html
1619,金涛大厦精装通透三居室价格240万,2016-12-19,金涛大厦,江汉,前进江汉,, ,240,15907,150.88,1999年建/塔楼,3室2厅,中楼层/共17层,南,其他,http://wh.lianjia.com/ershoufang/104100274535.html
1620,五里汉城南北双阳台自带十平花园，生活配置齐全,2016-12-19,五里汉城,汉阳,五里新村,, 一环内,130,14824,87.7,2005年建/板楼,2室2厅,低楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100274503.html
1621,顶琇晶城精装电梯两房拎包入住,2016-12-19,顶琇晶城,江汉,唐家墩,, 二至三环,145,16280,89.07,2009年建/板楼,2室2厅,低楼层/共31层,南,其他,http://wh.lianjia.com/ershoufang/104100274494.html
1622,二七人家2室2厅120万,2016-12-19,二七人家,江岸,二七,, ,120,15156,79.18,2001年建/板楼,2室2厅,低楼层/共11层,北,其他,http://wh.lianjia.com/ershoufang/104100274487.html
1623,联投龙湾一期，精装修两房，满两年，诚心卖,2016-12-19,联投龙湾一期,江夏,江夏其它,, 三至四环,108,12687,85.13,2015年建/塔楼,2室2厅,高楼层/共18层,南,精装,http://wh.lianjia.com/ershoufang/104100274474.html
1624,江南花园三房，自住装修，出行便利。,2016-12-19,江南花园,武昌,徐东,, 二至三环,165,14525,113.6,2008年建/板楼,3室2厅,高楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100274425.html
1625,少有大四房中间楼层采光充足视野开阔无遮挡,2016-12-19,保利心语八期,洪山,珞狮南路,, 二至三环,200,15916,125.66,2013年建/板塔结合,4室2厅,高楼层/共32层,南,其他,http://wh.lianjia.com/ershoufang/104100274415.html
1626,橡树湾少有复式楼毛坯房可随意装修业主诚心出售,2016-12-19,橡树湾三期,武昌,徐东,, 一至二环,220,23800,92.44,2015年建/板塔结合,2室2厅,低楼层/共28层,南,其他,http://wh.lianjia.com/ershoufang/104100274398.html
1627,美林青城精装三房业主诚心出售,2016-12-19,美林青城,武昌,徐东,, 一至二环,285,23365,121.98,2016年建/塔楼,3室2厅,低楼层/共11层,南北,其他,http://wh.lianjia.com/ershoufang/104100274391.html
1628,东方恒星园精装复式楼通透户型诚心出售,2016-12-19,东方恒星园,江岸,后湖,, 二至三环,300,13921,215.51,2007年建/板楼,4室3厅,高楼层/共7层,南北,其他,http://wh.lianjia.com/ershoufang/104100274370.html
1629,星悦城二期毛皮大三房业主诚心出售有钥匙,2016-12-19,星悦城二期,江岸,姑嫂树,, 二至三环,155,13394,115.73,2013年建/板楼,3室2厅,低楼层/共23层,南北,其他,http://wh.lianjia.com/ershoufang/104100274319.html
1630,天伦美伦美舍精装小三房东南朝向,2016-12-19,天伦美伦美舍,江岸,后湖,, 二至三环,162,14931,108.5,未知年建/板楼,3室2厅,高楼层/共33层,东南,其他,http://wh.lianjia.com/ershoufang/104100274293.html
1631,婚房装修，全新品牌家具家电、拎包入住；,2016-12-19,联投龙湾三期,江夏,江夏其它,, 三至四环,110,12080,91.06,2016年建/板楼,2室2厅,低楼层/共33层,南,平层/其他,http://wh.lianjia.com/ershoufang/104100274263.html
1632,南北通透2房精装修带暖气全湖景满两年,2016-12-19,水岸星城,洪山,沙湖,, 二至三环,255,27079,94.17,2010年建/板楼,3室2厅,中楼层/共31层,南北,精装,http://wh.lianjia.com/ershoufang/104100274244.html
1633,房子是刚办的新证南北通透的户型没有贷款,2016-12-19,阳光在线二期,洪山,民族大道,, 二至三环,150,16854,89,2009年建/塔楼,2室2厅,高楼层/共9层,南北,其他,http://wh.lianjia.com/ershoufang/104100274177.html
1634,柒零社区经典小户型带装修拎包住值得拥有,2016-12-19,柒零社区,洪山,关西长职,, 二至三环,78.8,15760,50,2008年建/塔楼,1室1厅,低楼层/共15层,北,其他,http://wh.lianjia.com/ershoufang/104100274135.html
1635,《幸福湾》轻轨沿线通透中装三房单价12300证在手,2016-12-19,幸福湾,江岸,堤角,, 二至三环,138,12384,111.44,2016年建/板楼,3室2厅,低楼层/共32层,东南,平层/其他,http://wh.lianjia.com/ershoufang/104100274111.html
1636,水岸星城4室2厅543万,2016-12-19,水岸星城,洪山,沙湖,, 二至三环,543,32021,169.58,2008年建/板楼,4室2厅,低楼层/共25层,南北,精装,http://wh.lianjia.com/ershoufang/104100274103.html
1637,精装通透小三房楼层好采光佳距地铁口200米拎包入住,2016-12-19,海赋江城天韵,江岸,百步亭,, 二至三环,188,17736,106,2016年建/板塔结合,3室2厅,高楼层/共34层,南北,其他,http://wh.lianjia.com/ershoufang/104100274094.html
1638,精装修买房送三个阳台中间楼层近地铁,2016-12-19,融侨华府,武昌,三层楼,, 一环内,230,25176,91.36,2009年建/板楼,2室2厅,中楼层/共34层,南,其他,http://wh.lianjia.com/ershoufang/104100274079.html
1639,青宜居一期2室1厅85万,2016-12-19,青宜居一期,青山,青山其它,, 三至四环,85,13935,61,2010年建/塔楼,2室1厅,高楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100274013.html
1640,领秀城临地铁大四房南北通透采光好满二,2016-12-18,领秀城,洪山,体院虎泉,, 一至二环,290,20000,145,2007年建/板楼,4室2厅,中楼层/共32层,南北,其他,http://wh.lianjia.com/ershoufang/104100273972.html
1641,两室两厅，楼层好，采光好，毛坯，待办证,2016-12-18,广电兰亭都荟,汉阳,江堤,, ,125,16579,75.4,2015年建/板塔结合,2室2厅,高楼层/共33层,南,其他,http://wh.lianjia.com/ershoufang/104100273958.html
1642,碧桂园生态城双拼大别墅，环境优美，看房方便！,2016-12-18,碧桂园生态城叠翠台,洪山,洪山其它,, 三至四环,530,19187,276.24,未知年建,5室2厅,双拼/共3层,南北,其他,http://wh.lianjia.com/ershoufang/104100273947.html
1643,锦绣龙城精装两居室诚心出售,2016-12-18,锦绣龙城,洪山,中南财大,, 二至三环,125,15726,79.49,2009年建/塔楼,2室2厅,中楼层/共33层,东南,其他,http://wh.lianjia.com/ershoufang/104100273871.html
1644,剑桥春天立方寓精装1室朝南,2016-12-18,卧龙剑桥春天,洪山,关山大道,, 二至三环,66,16012,41.22,2004年建/板楼,1室0厅,高楼层/共21层,南,其他,http://wh.lianjia.com/ershoufang/104100273828.html
1645,品牌开发商品质物业户型方正,2016-12-18,万科汉阳国际,汉阳,龙阳大道,, 二至三环,130,16678,77.95,2015年建/板楼,2室1厅,中楼层/共34层,南北,其他,http://wh.lianjia.com/ershoufang/104100273808.html
1646,南湖时尚城3室2厅239万,2016-12-18,南湖时尚城,洪山,中南财大,, 二至三环,239,18819,127,2015年建/板楼,3室2厅,高楼层/共32层,南北,平层/其他,http://wh.lianjia.com/ershoufang/104100273798.html
1647,农商行宿舍两居室采光好视野开阔适宜居家,2016-12-18,农商行宿舍,洪山,老南湖,, ,120,13954,86,未知年建,2室2厅,中楼层/共8层,南北,简装,http://wh.lianjia.com/ershoufang/104100273786.html
1648,融侨华府小三房精装修带地暖,2016-12-18,融侨华府,武昌,三层楼,, 一环内,340,30415,111.79,2009年建/板楼,3室2厅,高楼层/共34层,南,其他,http://wh.lianjia.com/ershoufang/104100273753.html
1649,证有两年带露台，南北通透明厨明卫采光十足,2016-12-18,金利明珠花园,江汉,西北湖,, 一至二环,290,20582,140.9,2005年建/板楼,3室2厅,高楼层/共19层,南北,其他,http://wh.lianjia.com/ershoufang/104100273710.html
1650,光谷步行街旁【居家装修业主诚心出售】,2016-12-18,蓝巢逸品,洪山,鲁巷,, 二至三环,175,16827,104,2006年建/塔楼,2室2厅,高楼层/共18层,南,其他,http://wh.lianjia.com/ershoufang/104100273695.html
1651,大华三期经典毛坯两房，朝南，有钥匙，可随时看房,2016-12-18,大华南湖公园世家三期,洪山,新南湖,, 二至三环,158,19039,82.99,2013年建/板楼,2室2厅,中楼层/共28层,南北,其他,http://wh.lianjia.com/ershoufang/104100273687.html
1652,安顺佳园3室1厅84万,2016-12-18,安顺佳园,硚口,汉正街,, 二至三环,84,15201,55.26,2003年建/塔楼,3室1厅,低楼层/共28层,西,简装,http://wh.lianjia.com/ershoufang/104100273652.html
1653,光谷8号2室1厅90万,2016-12-18,光谷8号,洪山,关山大道,, 二至三环,90,20853,43.16,2015年建/塔楼,2室1厅,低楼层/共19层,南,其他,http://wh.lianjia.com/ershoufang/104100273616.html
1654,福星惠誉青城华府2室2厅140万,2016-12-18,福星惠誉青城华府,洪山,杨春湖,, 二至三环,140,12157,115.16,2011年建/塔楼,2室2厅,中楼层/共30层,东,其他,http://wh.lianjia.com/ershoufang/104100273597.html
1655,三金雄楚天地公寓LOFT诚心出售杨家湾地铁口清水毛胚,2016-12-18,三金雄楚天地,洪山,鲁巷,, 二至三环,100,19748,50.64,2016年建/塔楼,1室1厅,中楼层/共18层,南北,平层/其他,http://wh.lianjia.com/ershoufang/104100273564.html
1656,三金雄楚天地公寓LOFT杨家湾地铁口清水毛胚,2016-12-18,三金雄楚天地,洪山,鲁巷,, 二至三环,100,19456,51.4,2016年建/塔楼,1室1厅,中楼层/共18层,南北,平层/其他,http://wh.lianjia.com/ershoufang/104100273563.html
1657,长岛别墅1050万诚心出售,2016-12-18,武汉长岛,江夏,江夏其它,, 三至四环,1050,20754,505.93,2009年建,5室3厅,独栋/共4层,南,其他,http://wh.lianjia.com/ershoufang/104100273552.html
1658,剑桥春天精装1室普通住宅朝南,2016-12-18,卧龙剑桥春天,洪山,关山大道,, 二至三环,61,16024,38.07,2004年建/板楼,1室0厅,高楼层/共21层,南,其他,http://wh.lianjia.com/ershoufang/104100273549.html
